原文,当前译文,状态,来源
Krista,Krista,pending,exe:blitz_string@0x1B1E84 | exe:resource@0x54B18C:csv
Porter,Porter,pending,exe:blitz_string@0x1B1E9C | exe:resource@0x54B18C:csv
Vekkar,Vekkar,pending,exe:blitz_string@0x1B1EB4 | exe:resource@0x54B18C:csv
Siam,Siam,pending,exe:blitz_string@0x1B1ECC | exe:resource@0x54B18C:csv
.mer,.mer,pending,exe:blitz_string@0x1B1EE0
": I don't believe I've gotten any new inventory since your last visit, but please take a look.",": I don't believe I've gotten any new inventory since your last visit, but please take a look.",pending,exe:blitz_string@0x1B1EF4
: I just got some new items recently. I'm sure I've got something of interest to you.,: I just got some new items recently. I'm sure I've got something of interest to you.,pending,exe:blitz_string@0x1B1FBC
No Thanks,No Thanks,pending,exe:blitz_string@0x1B20BC
^gold.,^gold.,pending,exe:blitz_string@0x1B20DC
": You don't know what that is, eh? I'll tell you what it is for ^",": You don't know what that is, eh? I'll tell you what it is for ^",pending,exe:blitz_string@0x1B20F8
": Sorry, you don't have enough gold.",": Sorry, you don't have enough gold.",pending,exe:blitz_string@0x1B2188
: Thank you!,: Thank you!,pending,exe:blitz_string@0x1B21EC
": Hey, you don't need to know what it is to sell it to me. I'll still make you an offer for it.",": Hey, you don't need to know what it is to sell it to me. I'll still make you an offer for it.",pending,exe:blitz_string@0x1B2210
: That's a fine item but I usually don't buy that sorta thing.,: That's a fine item but I usually don't buy that sorta thing.,pending,exe:blitz_string@0x1B22DC
. You lookin' to sell it?,. You lookin' to sell it?,pending,exe:blitz_string@0x1B2364
: That's a fine,: That's a fine,pending,exe:blitz_string@0x1B23A4
: Thank you for retrieving this for me!,: Thank you for retrieving this for me!,pending,exe:blitz_string@0x1B23D0
": Hmm, that item looks important. I think you should just hang on to it.",": Hmm, that item looks important. I think you should just hang on to it.",pending,exe:blitz_string@0x1B242C
": I'm sorry, I generally don't purchase that type of merchandise. I'm sure you can find another merchant who will buy it.",": I'm sorry, I generally don't purchase that type of merchandise. I'm sure you can find another merchant who will buy it.",pending,exe:blitz_string@0x1B24C8
": I wish I could do more business with you, but I do not have enough gold. Come back next week.",": I wish I could do more business with you, but I do not have enough gold. Come back next week.",pending,exe:blitz_string@0x1B25C8
: I'm sorry- I am overstocked right now and cannot purchase any more. Come back next week after I have a chance to sell some of my inventory.,: I'm sorry- I am overstocked right now and cannot purchase any more. Come back next week after I have a chance to sell some of my inventory.,pending,exe:blitz_string@0x1B2694
^gold for it.,^gold for it.,pending,exe:blitz_string@0x1B27C0
": That item really isn't worth much to me, but I'll give you ^",": That item really isn't worth much to me, but I'll give you ^",pending,exe:blitz_string@0x1B27E8
": Sure, I'll make you an offer on that...",": Sure, I'll make you an offer on that...",pending,exe:blitz_string@0x1B2870
. Is this an acceptable offer?,. Is this an acceptable offer?,pending,exe:blitz_string@0x1B28D0
^gold for this,^gold for this,pending,exe:blitz_string@0x1B2918
offers you ^,offers you ^,pending,exe:blitz_string@0x1B2944
": Hmm, you'll get no better deal from any other merchant.",": Hmm, you'll get no better deal from any other merchant.",pending,exe:blitz_string@0x1B296C
": Oh, I'm sorry. I can't afford all of those right now.",": Oh, I'm sorry. I can't afford all of those right now.",pending,exe:blitz_string@0x1B2A18
s removed from inventory.,s removed from inventory.,pending,exe:blitz_string@0x1B2A94
: Pleasure doing business with you!,: Pleasure doing business with you!,pending,exe:blitz_string@0x1B2AD4
Bar of Mythril,Bar of Mythril,pending,exe:blitz_string@0x1B2B28
: I'll make you a great deal on that!,: I'll make you a great deal on that!,pending,exe:blitz_string@0x1B2BC0
^gold. Are you interested in purchasing it?,^gold. Are you interested in purchasing it?,pending,exe:blitz_string@0x1B2C18
is ^,is ^,pending,exe:blitz_string@0x1B2C7C
: My price for this,: My price for this,pending,exe:blitz_string@0x1B2C94
s. Are you interested in purchasing them?,s. Are you interested in purchasing them?,pending,exe:blitz_string@0x1B2CC8
^gold for these,^gold for these,pending,exe:blitz_string@0x1B2D28
: It'll be ^,: It'll be ^,pending,exe:blitz_string@0x1B2D58
": Hey, you don't have enough gold to purchase this item!",": Hey, you don't have enough gold to purchase this item!",pending,exe:blitz_string@0x1B2D7C
s added to inventory.,s added to inventory.,pending,exe:blitz_string@0x1B2DF8
: I'm sure we can find something that better suits you.,: I'm sure we can find something that better suits you.,pending,exe:blitz_string@0x1B2E30
: Thank you for your business!,: Thank you for your business!,pending,exe:blitz_string@0x1B2EAC
You must drop any item currently held before you can access the Options Menu.,You must drop any item currently held before you can access the Options Menu.,pending,exe:blitz_string@0x1B2EF4
High,High,pending,exe:blitz_string@0x1B3048
Low,Low,pending,exe:blitz_string@0x1B305C
Performance rating: 5 (Lower is better),Performance rating: 5 (Lower is better),pending,exe:blitz_string@0x1B3088
(Lower is better),(Lower is better),pending,exe:blitz_string@0x1B30E4
Performance rating:,Performance rating:,pending,exe:blitz_string@0x1B3118
Stay,Stay,pending,exe:blitz_string@0x1B314C
Are you ready to exit to main menu? Make sure you've saved your game!,Are you ready to exit to main menu? Make sure you've saved your game!,pending,exe:blitz_string@0x1B3160
This icon will flash when you have gained enough experience to advance to the next level.,This icon will flash when you have gained enough experience to advance to the next level.,pending,exe:blitz_string@0x1B31F8
You are paralyzed and cannot get into your inventory.,You are paralyzed and cannot get into your inventory.,pending,exe:blitz_string@0x1B32B8
You are trying to swap to a two-handed weapon while holding a shield. You must un-equip the shield first.,You are trying to swap to a two-handed weapon while holding a shield. You must un-equip the shield first.,pending,exe:blitz_string@0x1B3330
Primary Weapon switched to,Primary Weapon switched to,pending,exe:blitz_string@0x1B3410
You are now fighting empty-handed.,You are now fighting empty-handed.,pending,exe:blitz_string@0x1B3454
is no longer charmed.,is no longer charmed.,pending,exe:blitz_string@0x1B34A4
has witnessed you commit a crime!,has witnessed you commit a crime!,pending,exe:blitz_string@0x1B34E0
has heard a crime being committed!,has heard a crime being committed!,pending,exe:blitz_string@0x1B3530
SFX_Bash,SFX_Bash,pending,exe:blitz_string@0x1B3584
just fell apart!!,just fell apart!!,pending,exe:blitz_string@0x1B35A0
Your,Your,pending,exe:blitz_string@0x1B35D0
SFX_Break,SFX_Break,pending,exe:blitz_string@0x1B35E8
A piece of it flew up and hit you in the eye!,A piece of it flew up and hit you in the eye!,pending,exe:blitz_string@0x1B3608
It seems you may not have enough room to pitch your tent here. Find a location with more free space before camping.,It seems you may not have enough room to pitch your tent here. Find a location with more free space before camping.,pending,exe:blitz_string@0x1B3670
This area is a bit too wet to pitch your tent. Find a drier location for a campsite.,This area is a bit too wet to pitch your tent. Find a drier location for a campsite.,pending,exe:blitz_string@0x1B3764
"You think for a moment that this is a good area to make camp and tend to your wounds, but you are suddenly overcome with a sense of uneasiness. You conclude that resting in this area is not a good idea.","You think for a moment that this is a good area to make camp and tend to your wounds, but you are suddenly overcome with a sense of uneasiness. You conclude that resting in this area is not a good idea.",pending,exe:blitz_string@0x1B3818
You are diseased. You will regain Hit Points and Mana Points much slower than normal.,You are diseased. You will regain Hit Points and Mana Points much slower than normal.,pending,exe:blitz_string@0x1B39B8
You are cursed. The wounds on your body will not heal while resting until the hex is lifted.,You are cursed. The wounds on your body will not heal while resting until the hex is lifted.,pending,exe:blitz_string@0x1B3A70
Rest,Rest,pending,exe:blitz_string@0x1B3B34
"You are about to camp. Time will advance rapidly allowing you to regain ^Hit ^Points and ^Mana ^Points quicker. Press &ESC at anytime to end resting. The longer you rest, the greater chance you have of being caught by a random encounter.","You are about to camp. Time will advance rapidly allowing you to regain ^Hit ^Points and ^Mana ^Points quicker. Press &ESC at anytime to end resting. The longer you rest, the greater chance you have of being caught by a random encounter.",pending,exe:blitz_string@0x1B3B48
You have decided to rest...,You have decided to rest...,pending,exe:blitz_string@0x1B3D58
You have restored all of your Mana and Hit Points. Press ESC to end resting.,You have restored all of your Mana and Hit Points. Press ESC to end resting.,pending,exe:blitz_string@0x1B3D9C
bs,bs,pending,exe:blitz_string@0x1B3E40
darkford,darkford,pending,exe:blitz_string@0x1B3E50
shadowmirk_l1,shadowmirk_l1,pending,exe:blitz_string@0x1B3E6C
shadowmirk_l2,shadowmirk_l2,pending,exe:blitz_string@0x1B3E94
shadowmirk_l3,shadowmirk_l3,pending,exe:blitz_string@0x1B3EBC
ug_reposit,ug_reposit,pending,exe:blitz_string@0x1B3EE4
You have been startled awake by a nearby sound!,You have been startled awake by a nearby sound!,pending,exe:blitz_string@0x1B3F04
minutes.,minutes.,pending,exe:blitz_string@0x1B3F70
"hours,","hours,",pending,exe:blitz_string@0x1B3F90
You have rested for,You have rested for,pending,exe:blitz_string@0x1B3FAC
This item is strange to you. You must have it identified before you can use it.,This item is strange to you. You must have it identified before you can use it.,pending,exe:blitz_string@0x1B3FE0
.wav,.wav,pending,exe:blitz_string@0x1B408C
"Vidar the Knife: Hey boys, we're drinkin' tonight! Let's go!","Vidar the Knife: Hey boys, we're drinkin' tonight! Let's go!",pending,exe:blitz_string@0x1B40A0
The thugs quickly run off into the forest with your gold.,The thugs quickly run off into the forest with your gold.,pending,exe:blitz_string@0x1B4124
"Vidar the Knife: Looks like you're a little short on gold, eh? Don't let him escape, boys! We've got ourselves a rat to skin!","Vidar the Knife: Looks like you're a little short on gold, eh? Don't let him escape, boys! We've got ourselves a rat to skin!",pending,exe:blitz_string@0x1B41A4
ghost_laugh,ghost_laugh,pending,exe:blitz_string@0x1B42C0
trap_click,trap_click,pending,exe:blitz_string@0x1B42E4
"Although you have a key that fits a keyhole, it appears all four keys must be inserted at once to unlock the stone.","Although you have a key that fits a keyhole, it appears all four keys must be inserted at once to unlock the stone.",pending,exe:blitz_string@0x1B43B0
"Although you have keys that fit in the keyholes, it appears all four keys must be inserted at once to unlock the stone.","Although you have keys that fit in the keyholes, it appears all four keys must be inserted at once to unlock the stone.",pending,exe:blitz_string@0x1B44A4
sfx_torchoff,sfx_torchoff,pending,exe:blitz_string@0x1B45A0
sfx_torchon,sfx_torchon,pending,exe:blitz_string@0x1B45C4
music/insanity.ogg,music/insanity.ogg,pending,exe:blitz_string@0x1B4644
"You Set the Crux of Ages within the prongs atop the pedestal. Suddenly there is an immense burst of energy and the prongs snap shut, holding the Crux securely in place!","You Set the Crux of Ages within the prongs atop the pedestal. Suddenly there is an immense burst of energy and the prongs snap shut, holding the Crux securely in place!",pending,exe:blitz_string@0x1B46D4
message(This portal has become inactive.),message(This portal has become inactive.),pending,exe:blitz_string@0x1B4830
music/eschalon_theme.ogg,music/eschalon_theme.ogg,pending,exe:blitz_string@0x1B499C
"As the Chancellor falls to the floor, a gate opens and a platoon of Spire Guards rushes into the room. 'Assassin!' they yell as they charge at you...","As the Chancellor falls to the floor, a gate opens and a platoon of Spire Guards rushes into the room. 'Assassin!' they yell as they charge at you...",pending,exe:blitz_string@0x1B4A28
quest_step 60,quest_step 60,pending,exe:blitz_string@0x1B4B60
You have an egg in your inventory that fits in a cradle perfectly; however it appears all three cradles must be filled for anything to happen.,You have an egg in your inventory that fits in a cradle perfectly; however it appears all three cradles must be filled for anything to happen.,pending,exe:blitz_string@0x1B4BA8
The two eggs in your inventory seem to fit the cradles perfectly; however it appears all three cradles must be filled for anything to happen.,The two eggs in your inventory seem to fit the cradles perfectly; however it appears all three cradles must be filled for anything to happen.,pending,exe:blitz_string@0x1B4CD0
The three eggs in your inventory fit perfectly in the cradles of the display rack!,The three eggs in your inventory fit perfectly in the cradles of the display rack!,pending,exe:blitz_string@0x1B4DF8
Automatic experience boost to the next level...,Automatic experience boost to the next level...,pending,exe:blitz_string@0x1B4EA8
Awesome,Awesome,pending,exe:blitz_string@0x1B4F14
You have gone on a terrible rampage and have killed the Chancellor and all his elite guards. We at &Basilisk &Games didn't think this was possible! You have earned the title ^Destroyer. Please send us an email and tell us that you got this message!,You have gone on a terrible rampage and have killed the Chancellor and all his elite guards. We at &Basilisk &Games didn't think this was possible! You have earned the title ^Destroyer. Please send us an email and tell us that you got this message!,pending,exe:blitz_string@0x1B4F30
You drink the water. Its purity invigorates your mind and body. You have gained +2 Skill Points to use at your next level!,You drink the water. Its purity invigorates your mind and body. You have gained +2 Skill Points to use at your next level!,pending,exe:blitz_string@0x1B515C
